"Mainstream National Schools 2009-2010 School Year.",,,,,,,,
"Schools in red have since closed",,,"Enrolment as on 30th September 2009",,,,,
"COUNTY","Roll No.","SCHOOL","ADDRESS 1","ADDRESS 2","TEL. NO.","GIRLS","BOYS","TOTAL"
"LOUTH","19740V","S N AONGHUSA","GEATA AN DOMHNAIGH","DROICHEAD ATHA",419832531,98,105,203
"LOUTH","19892V","GAELSCOIL DHUN DEALGAN","MUIRTHEIMHNE MOR","DUN DEALGAN",429339389,100,98,198
"LOUTH","20146Q","LE CHEILE EDUCATE TOGETHER","MORNINGTON","DROGHEDA",419847427,176,225,401
"LOUTH","20163Q","S.N EOIN BAISTE","FATIMA","CASTLETOWN",429331575,104,107,211
"LOUTH","20171P","ARDEE EDUCATE TOGETHER N.S","DUNDALK ROAD","ARDEE",416853774,49,38,87
"LOUTH","20259G","St. Francis National School","C/o Parish Centre","Sandy Lane",,20,23,43
"LOUTH","20294I","Aston Village Educate Together Nati","Dunlin Street","Aston Village",419849001,55,52,107
"LOUTH","20339E","RÉALT NA MARA SCHOOL","MILL STREET","DUNDALK",,209,186,395
"MAYO","01676P","BALLINDINE B N S","BALLINDINE","CO MAYO",949364204,66,63,129
"MAYO","02912G","SCOIL NA GCOILLINI","MILIUC","BEAL ATHA NA MUICE",949384214,56,38,94
"MAYO","04796R","BRACKLOON N S","WESTPORT","CO MAYO",9821902,38,35,73
"MAYO","05120L","LEHINCH N S","HOLLYMOUNT","CO MAYO",949540444,13,8,21
"MAYO","05756K","BURRISCARRA N S","CARNACON","BALLYGLASS",949360184,20,18,38
"MAYO","06852L","GARRACLOON N S","BALLINA","CO MAYO",9673208,16,14,30
"MAYO","07054L","CULLENS N S","KNOCKDUFF","BEAL ATHA AN FHEADHA",9622084,132,109,241
"MAYO","07075T","S N NAOMH FEICHIN","AN CROIS","CLAREMORRIS",949546321,26,24,50
"MAYO","07374G","BALLINTUBBER N S","CLAREMORRIS","CO MAYO",949030969,35,30,65
"MAYO","08302J","HOLY TRINITY NATIONAL SCHOOL","NEWPORT ROAD","WESTPORT",9827216,30,31,61
"MAYO","09040K","NEWTOWNWHITE N S","BALLYSOKERRY","BALLINA",9632728,15,10,25
"MAYO","09658H","GLENISLAND N S","CASTLEBAR","CO MAYO",949027330,14,11,25
"MAYO","11725I","BEHEYMORE N S","BALLINA","CO MAYO",9670469,85,91,176
"MAYO","11834N","CLOONDAFF N S","NEWPORT","CO MAYO",9841917,13,11,24
"MAYO","12173A","MEELICKMORE N S","CLAREMORRIS","CO MAYO",949362424,31,24,55
"MAYO","12206M","S N NAOMH PADRAIG","CORRABHEAGAIN","KNOCKMORE",949258169,90,78,168
"MAYO","12350T","S N NA HAILLE","BALLINROBE","CO MAYO",949546301,32,56,88
"MAYO","12373I","S N EACHLEIME","BEAL AN ATHA","CO MHAIGH EO",9785800,28,35,63
"MAYO","12467R","CRAGGAGH N S","KILTIMAGH","CO MAYO",949365177,25,25,50
"MAYO","12568A","SN INBHEAR","BARR NA TRA","BEAL AN ATHA",9784532,18,22,40
"MAYO","12569C","S N ROS DUMHACH","BEAL ATHA AN FHEADHA","CO MHAIGH EO",9788919,18,21,39
"MAYO","12626L","SN COILL A TSIDHEAIN","TUAR MHIC EADAIGH","CO MHAIGH EO",949544142,10,16,26
"MAYO","12792F","SAINT MICHAELS N S","CHURCH ROAD","ARDNAREE",9670279,11,14,25
"MAYO","12808R","SHRAHEEN N S","FAO: Gabriel O Laimhin, Principal","Cnoc Mhor",949256617,10,10,20
"MAYO","12815O","CREGDUFF N S","BALLINROBE","CO MAYO",949541400,14,10,24
"MAYO","12816Q","S N CEATHRU AN CHLOCHAR","BALLINROBE","CO MAYO",949541715,18,17,35
"MAYO","12936D","CLOONLYON N S","CHARLESTOWN","CO MAYO",949254932,36,40,76
"MAYO","12938H","S N TAMHNIGHAN FHEADHA","CHARLESTOWN","CO MAYO",949254910,40,28,68
"MAYO","13080V","KILMOVEE IN S","BALLAGHADEERREEN","CO ROSCOMMON",949861282,32,41,73
"MAYO","13145A","S N NAOMH COLM CILLE","WESTPORT","CO MAYO",9826829,106,124,230
"MAYO","13152U","ST JOSEPHS N S","DERRYWASH","CASTLEBAR",949023819,51,45,96
"MAYO","13174H","ST COLUMBAS N.S.","INISHTURK","CO GALWAY",9845036,1,5,6
"MAYO","13222P","SN GLEANN A CHAISIL","BUN NA HABHNA","BEAL AN ATHA",9782283,23,31,54
"MAYO","13225V","CORMAIC NFA","GARRANARD P O","BALLINA",9631832,27,23,50
"MAYO","13311O","ST PATRICKS NS","CLARE ISLAND","WESTPORT",9825208,6,12,18
"MAYO","13383Q","S N AN TSRAITH","BUN NA HABHANN","BEAL AN ATHA",9781636,13,12,25
"MAYO","13389F","SN AN TRIAN LAIR","BEAL ATHA NA MUICHE","CO MAYO",949252037,47,35,82
"MAYO","13444K","S N BEAL ATHA NA HEIN","CASTLEBAR","CO MAYO",949030803,29,28,57
"MAYO","13500R","MOUNT PLEASANT N S","BALLYGLASS","CLAREMORRIS",949360125,45,46,91
"MAYO","13555T","S N FAITCHE","WESTPORT","CO MAYO",9841531,58,50,108
"MAYO","13659I","BEACAN MIXED N S","BEKAN","CLAREMORRIS",949380311,62,90,152
"MAYO","13667H","SN  MUINE CHONALLAIN","BEAL AN ATHA,","CO MAYO",9645356,35,46,81
"MAYO","13684H","BEANNCHOR N S","BANGOR","ERRIS",9783422,33,26,59
"MAYO","13758K","TEMPLEMARY N S","TEMPLEMARY NS","KILLALA",9634760,21,17,38
"MAYO","13773G","S N GORT AN EADAIN","CLAR CHLAINNE MHUIRIS","CO MHUIGHEO",949365635,11,20,31
"MAYO","13781F","BREAFFY N S","CASTLEBAR","CO MAYO",949024699,189,186,375
"MAYO","13797U","LECANVEY N S","WESTPORT","CO MAYO",9864957,7,20,27
"MAYO","13882L","S N GLEANN NA MUAIDHE","BEAL AN ATHA","CO MHAIGH EO",9787966,15,11,26
"MAYO","13945J","ESKERAGH N S","DOOLEEG","BALLINA",9653111,10,8,18
"MAYO","14064F","S N COILL AN BHAILE","WESTPORT","CO MAYO",9835206,19,20,39
"MAYO","14188A","BARNATRA N S","BALLINA","CO MAYO",9784008,20,6,26
"MAYO","14193Q","S N DUBH THUAMA","GAOTH SAILE","BEAL AN ATHA",9786605,9,19,28
"MAYO","14195U","AN GLEANNA MHOIR S N","CROSSMOLINA","CO MAYO",9631830,4,5,9
"MAYO","14205U","S N MAINISTIR MUIGHEO","CLAREMORRIS","CO MAYO",949365644,21,28,49
"MAYO","14258S","CILL MHOR IORRAIS","BEAL AN MHUIRTHEAD","CO MHAIGH EO",9782223,33,33,66
"MAYO","14290O","SCOIL NAOMH BRID","BALLYCASTLE","CO MAYO",9643267,35,35,70
"MAYO","14400S","S N CILL MHUIRE","CROSSMOLINA","CO MAYO",9631812,35,20,55
"MAYO","14418O","BOFIELD MIXED N S","ATTYMASS","BALLINA",9645490,19,21,40
"MAYO","14497N","S N B CURNANOOL","CASTLEBAR","CO MAYO",949026569,18,19,37
"MAYO","14534Q","GORTJORDAN N S","KILMAINE","CLAREMORRIS",9333470,35,29,64
"MAYO","14671D","S N NA CRAOBHAIGHE","CARROWMORE-LACKEN","BALLINA",9634577,13,20,33
"MAYO","14808E","IRISHTOWN N S","CLAREMORRIS","CO MAYO",949364559,40,34,74
"MAYO","14863M","ACHILL SOUND CONVENT NS","ACHILL SOUND","CO MAYO",9845705,19,22,41
"MAYO","14865Q","KILLOCRANN N S","CASTLE HILL","BALLINA",9631808,7,12,19
"MAYO","14866S","SN BEAL A BHULAIN","BUN AN CHORRAIGH","CATHAIR NA MART",9847365,9,13,22
"MAYO","14873P","DOOKINELLA  N.S.","KEEL","ACHILL",9843322,8,14,22
"MAYO","14923E","KEENAGH N S","KEENAGHBEG P O","BEAL ATHA AN FHEADHA",9653160,6,12,18
"MAYO","15007V","PARTRY N S","CLAREMORRIS","CO MAYO",949543060,30,26,56
"MAYO","15014S","CORCLOUGH NS","CORCHLOCH","BEAL AN MHUIRTHID",9782381,31,29,60
"MAYO","15030Q","ST MARYS N S","AGHAMORE","BALLYHAUNIS",9467597,36,34,70
"MAYO","15032U","S N MUIRE GAN SMAL","CEATHRU THAIDGH","BEAL ATHA AN FHEADHA",9788953,11,20,31
"MAYO","15113U","S N SHEAMAIS","BARNACOGUE","SWINFORD",949367440,9,10,19
"MAYO","15257V","QUIGNAMANGER N S","BALLINA","CO MAYO",9622842,120,127,247
"MAYO","15539I","ST JOHNS  NS","LUGBOY","CLAREMORRIS",949646270,28,31,59
"MAYO","15555G","BREAFY N S","BALLINA","CO MAYO",9622271,120,105,225
"MAYO","15705W","RATHKELL N S","CASTLEHILL","BALLINA",9651257,5,7,12
"MAYO","15866A","CARRAKENNEDY N S","WESTPORT","CO MAYO",9821442,15,17,32
"MAYO","15967G","CRIMLIN N S","CASTLEBAR","CO MAYO",949025432,17,12,29
"MAYO","15996N","RATHBANE N S","BOFEENAUN","BALLINA",9651182,23,35,58
"MAYO","16021U","LISANISKA N S","S N LIOS AN UISCE","BEAL EASA",949258289,34,39,73
"MAYO","16052I","S N NAOMH PADRAIG SAILE","GOB A CHOIRE","ACAILL",9845767,13,17,30
"MAYO","16113C","SN TOIN NA GAOITHE","TOIN NA GAOITHE","CATHAIR NA MART",9845247,18,21,39
"MAYO","16122D","KNOCK N S","CLAREMORRIS","CO MAYO",949388435,66,68,134
"MAYO","16170O","CLOGHANS N S","BALLINA","CO MAYO",949258245,15,16,31
"MAYO","16173U","KINAFFE N S","SWINFORD","CO MAYO",949251031,11,14,25
"MAYO","16269K","KILLASSER NS","KILLASSER","SWINFORD",949251489,14,22,36
"MAYO","16283E","S N POL A TSOMAIS","BEAL AN ATHA","CO MHAIGH EO",9784573,24,29,53
"MAYO","16289Q","ST JOHNS N S","CARROWMORE","SWINFORD",719181435,32,36,68
"MAYO","16295L","SN AN CHORRAIN","GOB A CHOIRE","CO MHAIGH EO",9845023,7,9,16
"MAYO","16379R","VALLEY N S","DUGORT","ACHILL",9847303,11,12,23
"MAYO","16562I","KNOCKANILLO N S","BALLINA","CO MAYO",9672128,15,20,35
"MAYO","16618J","MYNA N S","WESTPORT","CO MAYO",9841361,48,56,104
"MAYO","16630W","CEARA N S","BONNICONLON","BALLINA",9645405,19,22,41
"MAYO","16756V","S N BRIGHDE","TUIRIN","BEAL ATHA HAMHNAIS",949649497,43,43,86
"MAYO","16780S","CULMORE N S","SWINFORD","CO MAYO",949252038,13,13,26
"MAYO","16811D","KILLALA N S","KILLALA","CO MAYO",9632421,46,39,85
"MAYO","16832L","MUIRISC NS","MUIRISC","WESTPORT",9864878,17,20,37
"MAYO","16904K","S N LAINN CILLE","CATHAIR NA MART","CO MAYO",9821272,27,31,58
"MAYO","16911H","S N LEATH ARDAN","BEAL ATHA NA FHEADHA","CO MAYO",9651250,40,33,73
"MAYO","16952V","COOGUE N S","AGHAMORE","BALLYHAUNIS",949388500,10,5,15
"MAYO","16984L","S N NAOMH SHEOSAMH","SHRULE","VIA GALWAY",9331221,36,52,88
"MAYO","17039V","S N COILL MOR","DRUMMIN","WESTPORT",9821446,8,14,22
"MAYO","17082W","SCOIL CHOMAIN NAOFA","HOLLYMOUNT","CO MAYO",949540177,60,67,127
"MAYO","17098O","S N TIGHEARNAIN NAOFA","VIA CROSSMOLINA P.O.","BALLINA",9671559,44,39,83
"MAYO","17119T","S N B BALL ALUINN","BALL ALUINN","CO MAYO",949365280,64,101,165
"MAYO","17129W","S N NAOMH PADRAIG","RATH NA MBEACH","CROSSMOLINA",9631945,16,14,30
"MAYO","17176I","S N REALT NA MARA","MULRANNY","CO MAYO",9836283,27,44,71
"MAYO","17209U","COONEAL N.S.","COONEAL","BALLINA",9632251,45,63,108
"MAYO","17301I","S N TEACH CAOIN","CLAR CLOINNE MHUIRIS","CO MAYO",949362420,34,38,72
"MAYO","17321O","S N AN COILL MHOR","NEWPORT","CO MAYO",9841890,12,15,27
"MAYO","17482P","CLOGHER NS","CLOGHER PO","CLAREMORRIS",949360316,16,19,35
"MAYO","17483R","CARRAHOLLY N S","Peadar O Cearnaigh - Principal","Westport",9825044,44,43,87
"MAYO","17532E","S N DRUIM SLAOD","BAILE CRUAICH","CATHAIR NA MART",9849201,12,17,29
"MAYO","17562N","S N OILEAN EADAIGH","CAISLEAN A BHARRAIGH","CO MAYO",949024630,32,23,55
"MAYO","17585C","S N BEAL CARADH","BELCARRA","CASTLEBAR",949032210,61,56,117
"MAYO","17615I","SN NAOMH PROINNSIAS","AN CHOILL RUA","ODHAR",9335231,34,37,71
"MAYO","17678J","S N FIONDALBHA","CASTLEBAR","CO MAYO",949032010,20,15,35
"MAYO","17682A","S N COLM NAOFA","COGGALE","WESTPORT",9826109,16,22,38
"MAYO","17727T","SN CROI MUIRE","BEAL AN MHUIRTHID","CO MHAIGH EO",9782045,47,64,111
"MAYO","17874J","GLENCORRIB N S","GLENCORRIB","SHRULE VIA GALWAY",9331415,12,15,27
"MAYO","17922R","CLOGHANS HILL N S","TUAM","CO GALWAY",9347563,6,5,11
"MAYO","17923T","S N BEAL AN MHUIRTHEAD","BEAL AN MHUIRTHEAD","CO MHAIGH EO",9782045,31,30,61
"MAYO","18002D","DRUMGALLAGH N S","BALLYCROY","WESTPORT",9849147,27,29,56
"MAYO","18003F","S N ATHRACHT NFA BUACH","CHARLESTOWN","CO MAYO",949254905,42,42,84
"MAYO","18070U","CONVENT OF MERCY N.S.","CLAREMORRIS","CO MAYO",949371496,225,71,296
"MAYO","18082E","S N DUMHACH","CATHAIR NA MART","CO MAYO",9843303,30,33,63
"MAYO","18145C","SN NMH TREASA","KILKELLY","BALLYHAUNIS",949367371,33,26,59
"MAYO","18175L","S N BEANNCHAIR","CARROWMORE","BALLINA",9634589,13,14,27
"MAYO","18503C","S N NAOMH BRID C","OIRREAMH","CASTLEBAR",949030615,40,36,76
"MAYO","18506I","S N NAOMH PADRAIG B","BALLINA","CO MAYO",9621206,0,111,111
"MAYO","18542M","S N NAOMH PADRAIG","CASTLEBAR","CO MAYO",949023438,2,492,494
"MAYO","18561Q","S N NAOMH IOSEPH","RAITHINI","BALLINA",9670093,89,101,190
"MAYO","18562S","S N AN TEAGHLAIGH","AN PHAIRC","TURLOCH",949031310,32,35,67
"MAYO","18594I","S N ACHAIDH AN GHLAISIN","BEAL AN MHUIRTHEAD","CO MHAIGH EO",9782340,12,25,37
"MAYO","18694M","CONVENT OF MERCY N S","CASTLEBAR","CO MAYO",949022902,404,0,404
"MAYO","18712L","S N CNOC RUSCAIGHE","WESTPORT","CO MAYO",9835276,65,74,139
"MAYO","18754E","SN NAOMH SEOSAMH","BUN AN CHORRAIGH","CATHAIR NA MART",9847311,15,11,26
"MAYO","18818E","S N NAOMH IOSAF","LEITIR","CASTLEBAR",949024980,11,12,23
"MAYO","18848N","S N PEADAIR AGUS POL","STRAIDE","FOXFORD",949031267,31,23,54
"MAYO","18876S","S N BAILE CUISIN","CILL MHEADHOIN","CO MAYO",9333614,17,14,31
"MAYO","18880J","S N GORT SCEICHE","ANNEFIELD","HOLLYMOUNT",949364301,11,14,25
"MAYO","18922W","S N CHLUAIN LUIFIN","BALLINROBE","CO MAYO",949541539,36,54,90
"MAYO","19324H","S N TEAGHLAIGH NAOFA","SN TEAGHLAIGH NAOFA","KILLEEN",9868651,32,24,56
"MAYO","19394F","ROBEEN CENTRAL N S","ROBEEN CENTRAL N S","HOLLYMOUNT",949540262,20,22,42
"MAYO","19402B","BALLYVARY CENTRAL N S","BALLYVARY CENTRAL N S","CASTLEBAR",949031007,74,74,148
"MAYO","19451O","NEWPORT CENTRAL","BAILE UI BHFIACHAIN","CO MHAIGH EO",9841442,100,93,193
"MAYO","19488O","SCOIL NAOMH FEICHIN","SN ATH TI MHEASAIGH","BEAL ATHA AN FHEADHA",9645076,33,36,69
"MAYO","19651W","CARRACASTLE CENTRAL NS","CARRACASTLE","BALLAGHADERREEN",949255035,45,42,87
"MAYO","19710M","BARNACARROLL CENTRAL NS","BARNACARROLL","CLAREMORRIS",949388629,63,74,137
"MAYO","19776T","GEESALA CENTRAL SCHOOL","BEAL AN ATHA","CO MHAIGH EO",9786625,28,23,51
"MAYO","19798G","ST COLMANS NS","DERNABRUCK","CLOONTIA",949861003,18,12,30
"MAYO","19808G","TAVRANE CENTRAL NS","KILKELLY","CO MAYO",949649065,19,17,36
"MAYO","19812U","FOXFORD CENTRAL NS","FOXFORD","CO MAYO",949256391,135,125,260
"MAYO","19832D","SCOIL RAIFTEIRI","FAICHE AN AONAIGH","GORT NA FUARAIN",949024700,142,116,258
"MAYO","19903A","KILTIMAGH CENTRAL","KILTIMAGH","CO MAYO",949381679,126,122,248
"MAYO","19911W","ST PATRICKS CENTRAL NS","KILMAINE","CO MAYO",9333535,47,42,89
"MAYO","19914F","SCOIL NAISIUNTA THOLA","BOTH THOLA","CLAR CHLAINNE MHUIRIS",949384271,55,55,110
"MAYO","19915H","CLAREMORRIS BOYS NS","CLAREMORRIS","CO MAYO",949371928,0,122,122
"MAYO","19916J","ST PETERS NS","SNUGBORO","CASTLEBAR",949023079,157,128,285
"MAYO","19951L","SWINFORD NS","SWINFORD","CO MAYO",949252055,96,105,201
"MAYO","19972T","S N UILEOG DE BURCA","CLAR CHLAINNE MHUIRIS","CO MAIGH EO",949362000,55,54,109
"MAYO","20037L","S N PADRAIG NAOFA","LOUISBURGH","CO MAYO",9866300,72,64,136
"MAYO","20046M","GAELSCOIL NA CRUAICHE","SRAID ALTAMOUNT","CATHAIR NA MART",9828121,93,115,208
"MAYO","20084U","GAELSCOIL BHEAL AN ATHA","CORRAI MHUIREANN","BEAL AN ATHA",9673828,31,45,76
"MAYO","20089H","ST. JOSEPHS N. S.","BALLINROBE","CO. MAYO",949541464,146,132,278
"MAYO","20125I","CROSSMOLINA N.S.","CROSSMOLINA","CO. MAYO.",9631768,81,85,166
"MAYO","20142I","SCOIL IOSA","BALLYHAUNIS","CO MAYO",949630310,131,136,267
"MAYO","20217N","MOUNT PALMER NATIONAL SCHOOL","KINCON","BALLINA",9632225,31,23,54
"MAYO","20230F","SCOIL PHADRAIC","WESTPORT","CO MAYO",9826027,167,133,300
"MAYO","20256A","Scoil Náisiúnta Thuar Mhic Éadaigh","Trianláir","Tuar Mhic Éadaigh",949544088,36,21,57
"MAYO","20275E","Scoil Íosa","Convent Hill","Ballina",,161,86,247
"MEATH","00883P","AINE NAOFA N S","NAVAN","CO MEATH",469023039,178,146,324
"MEATH","00885T","RATOATH JUNIOR N S","RATOATH","CO MEATH",18256639,218,250,468
"MEATH","01309L","STACKALLEN N S","STACKALLEN","NAVAN",469024207,107,106,213
"MEATH","01421F","KILSKYRE MIXED N S","KILSKYRE","KELLS",469243947,34,39,73
"MEATH","02905J","S N NAOMH PADRAIG","BAILE BACUIN","ENFIELD",469541115,83,75,158
"MEATH","03275H","NEWTOWN N S","NEWTOWN","ARDEE",469053322,51,53,104
"MEATH","04210H","KILMESSAN MXD N S","KILMESSAN","CO MEATH",469025532,75,60,135
"MEATH","05062A","KELLS PAROCHIAL N S","KELLS","CO MEATH",469241308,37,31,68
"MEATH","05630L","SCOIL MHICHIL NA BUACHAILLI","SCOIL NA MBRATHAR","PATRICK STREET",469431813,0,292,292
"MEATH","07120V","KILLYON N S","KILLYON","CNOC AN DUN",469546532,37,47,84
"MEATH","09238I","BALLINLOUGH N S","BALLINLOUGH","KELLS",469243965,47,39,86
"MEATH","10801Q","DRUMBARRAGH N S","DRUMBARRAGH","KELLS",469249605,36,50,86
"MEATH","11039O","KILBEG N S","KILBEG","CARLANSTOWN",469246603,52,46,98
"MEATH","11978O","SCOIL MHUIRE NS","MOYLAGH","OLDCASTLE",498541738,59,43,102
"MEATH","12068D","OUR LADY OF MERCY NS","KELLS","CO MEATH",469240446,340,92,432
"MEATH","12488C","OLDCASTLE MXD N S","CHAPEL ST","OLDCASTLE",498541327,142,143,285
"MEATH","12788O","FLOWERFIELD N S","TRIM RD","NAVAN",469021239,27,36,63
"MEATH","12897T","UGHTYNEILL N S","UGHTYNEILL","MOYNALTY",469244704,17,17,34
"MEATH","13775K","ST PATRICKS N S","TRIM","CO MEATH",469431892,16,26,42
"MEATH","14348T","CARRICKLECK N S","CARRICKLECK","KINGSCOURT",429667746,16,17,33
"MEATH","15104T","BRIDE NAOFA N S","CANNISTOWN","NAVAN",469029779,162,177,339
"MEATH","15483H","ST LOUIS N S","RATHKENNY","NAVAN",469054417,20,19,39
"MEATH","16067V","SCOIL NAIS FININ NAOFA","CLONARD","ENFIELD",449375551,35,46,81
"MEATH","16100Q","MERCY CONVENT N S","NAVAN","CO MEATH",469021989,231,230,461
"MEATH","16143L","S N PHEADAIR AGUS PHOIL","DRUMCONRATH","NAVAN",416854178,67,60,127
"MEATH","16549Q","KNOCKCOMMON N S","KNOCKCOMMON","BEAUPARC",419825123,21,35,56
"MEATH","16646O","ST MARYS CONVENT N S","TRIM","CO MEATH",469431919,392,142,534
"MEATH","16655P","ST. NICHOLAS PRIMARY SCHOOL","LONGWOOD","ENFIELD",469555384,111,115,226
"MEATH","16722E","SCOIL CHOLMCILLE","NAVAN ROAD","KELLS",469240498,0,274,274
"MEATH","16774A","SCOIL NAIS AN OBAIR","NOBBER","CO MEATH",469052000,48,56,104
"MEATH","16790V","S N NAOMH SEOSAMH","DUNSANY","CO MEATH",469025058,30,35,65
"MEATH","16825O","KILBRIDE NATIONAL SCHOOL","CLONEE","CO. MEATH",18216359,117,126,243
"MEATH","16991I","CARNAROSS N S","CARN NA ROS","CEANNANNAS MOR",469245598,83,70,153
"MEATH","17029S","S N NAOMH CIANAIN","CUSHENSTOWN","ASHBOURNE",18354215,29,41,70
"MEATH","17088L","Scoil Uí Ghramhnaigh","Ráth Chairn","Ath Buí",469432837,100,100,200
"MEATH","17123K","KILMAINHAM WOOD N S","KILMAINHAM WOOD","KELLS",469052666,40,49,89
"MEATH","17162U","S N BHRIGHDE","BAILE CORR","KELLS",469249700,37,47,84
"MEATH","17175G","BOHERMEEN N S","BOHERMEEN","NAVAN",469029037,100,97,197
"MEATH","17203I","S N ULTAIN NAOFA","DOMHNACH PADRAIG","AN UAIMH",469054499,40,51,91
"MEATH","17213L","S N MHUIRE","MA NEALTA","CEANNANUS MOR",469244702,45,49,94
"MEATH","17220I","S N BHRIGHDE","MEATH HILL","DRUMCONRATH",429667819,41,34,75
"MEATH","17312N","S N CUL AN MHUILINN","CULMULLEN","DRUMREE",18259883,49,49,98
"MEATH","17480L","S N BAILE CHEANT","BAILE CHEANT","AN UAIMH",419825458,105,116,221
"MEATH","17494W","S N AN RATH MHOR","RATHMORE","ATHBOY",469432359,41,42,83
"MEATH","17513A","S N CILL BHRIGHDE","KILBRIDE","TRIM",469431945,55,41,96
"MEATH","17520U","S N MHUIRE","ROBINSTOWN","NAVAN",469029583,85,103,188
"MEATH","17521W","S N COLMCILLE","SCRIN","TARA",469025003,91,106,197
"MEATH","17560J","S N SEOSAMH NAOMTHA","DUN DOIRE","AN UAIMH",469431976,51,79,130
"MEATH","17623H","SCOIL NAIS UI GRAMHNA","ATHBOY","CO MEATH",469432291,158,180,338
"MEATH","17629T","S N PADRAIG NAOFA","ARD A'CHATHA","GARRISTOWN",18354043,24,48,72
"MEATH","17652O","SCOIL OILIBHEIR NAOFA","COILLCLUANA","CO NA MI",16285816,108,118,226
"MEATH","17705J","S N CROS BAN","WHITECROSS","JULIANSTOWN",419829229,165,195,360
"MEATH","17741N","SCOIL NAIS AITINN BHUI","BEAUPARC","NAVAN",469024434,98,109,207
"MEATH","17742P","SCOIL NAIS MHUIRE NAOFA","KILTALE","DUNSANY",469025619,52,44,96
"MEATH","17821L","SCOIL NAIS MHUIRE NAOFA","ENFIELD","CO MEATH",469541949,155,216,371
"MEATH","17839H","S N BHEINN NAOFA B","DULEEK","CO MEATH",419823539,0,309,309
"MEATH","17840P","S N BHEININ NAOFA C","DULEEK","CO MEATH",419823632,279,0,279
"MEATH","17856H","S N DUN UABHAIR","DUN UBHAIR","DROGHEDA",419880118,72,98,170
"MEATH","17857J","S N AINDREIS NAOFA","CURRAHA","ASHBOURNE",18351528,63,43,106
"MEATH","17930Q","S N SEACHNAILL NAOFA","DUNSHAUGHLIN","CO MEATH",18259679,221,282,503
"MEATH","17946I","SCOIL NAIS NAOMH AINE","MAIO","TIERWORKER",469242325,11,12,23
"MEATH","17947K","SCOIL NAOMH BRIDE","BOARDSMILL","TRIM",469546358,81,93,174
"MEATH","17964K","S N MHUIRE NAOFA","RATHFEIGH","TARA",419825156,57,64,121
"MEATH","17969U","S N MHUIRE","AN UAIMH","CO NA MI",469021483,140,163,303
"MEATH","17986U","S N NMH SHEOSAMH","BOYERSTOWN","NAVAN",469027252,54,68,122
"MEATH","18016O","S N COLUMBAIN","BAILE IOMHAIR","CO NA MIDHE",469546213,171,150,321
"MEATH","18037W","S N MHUIRE","BAILE UI EARAIN","BAILE LOIBIN",469053297,19,15,34
"MEATH","18040L","S N NAOMH PADRAIG","SLANE","CO MEATH",419824229,132,126,258
"MEATH","18044T","S N NAOMH PADRAIG","STAMULLEN","CO MEATH",18411804,204,247,451
"MEATH","18051Q","COOLE N.S,","GARRADICE,","KILCOCK,",469557538,55,50,105
"MEATH","18106P","S N NA TRIONOIDE NAOFA","LIOS MUILINN","CROS AN GREALLAIGH",469025533,127,117,244
"MEATH","18132Q","S N MUIRE","CARLANSTOWN","KELLS",469246803,64,77,141
"MEATH","18169Q","S N RATH RIAGAIN","BAILE AN BHOTHAIR","DUN BOINNE",18259208,37,58,95
"MEATH","18174J","S N CAITRIONA NAOFA","BAILE OIRTHIR","CEANNANUS MOR",469241425,67,79,146
"MEATH","18195R","ST FINIAN N S","CLONALVY","GARRISTOWN",18354828,30,29,59
"MEATH","18344I","S N MHUIRE","MOYNALVEY","SUMMERHILL",469557416,49,53,102
"MEATH","18358T","S N FIACH","BAILE NA CRIADH","OLDCASTLE",498541913,28,49,77
"MEATH","18413B","S N NAOMH TREASA","BELLEWSTOWN","DROGHEDA",419823629,52,51,103
"MEATH","18429Q","S N MHUIRE","CUL RONAIN","BAILE IOMHAIR",469546416,19,19,38
"MEATH","18448U","S N RATH BEAGAIN","RATH BEAGAIN","DUN SEACHNAILL",18259891,82,100,182
"MEATH","18453N","S N MHICHIL NAOFA","CILL","RATH MOLLADHAIN",469555300,51,53,104
"MEATH","18500T","S N NAOMH COLMCILLE","CNOC HANOBHAR","DROGHEDA",419839405,45,50,95
"MEATH","18762D","S N REALT NA MARA (B)","DOMHNACH CEARNAIGH","MORNINGTON",419827045,0,321,321
"MEATH","18767N","S N REALT NA MARA (C)","DOMHNACH CEARNAIGH","MORNINGTON",419887684,353,0,353
"MEATH","18887A","SCOIL NAIS MAOL HOSAE","KILCOCK","CO KILDARE",16285513,25,38,63
"MEATH","19018A","DANGAN MIXED N S","DANGAN","SUMMERHILL",469557332,80,86,166
"MEATH","19253K","SCOIL NAOMH BARRA","WILKINSTOWN","NAVAN",469054329,77,92,169
"MEATH","19292U","CASTLETOWN N S","NAVAN","CO MEATH",469054571,46,49,95
"MEATH","19300Q","CASTLEJORDAN CENTRAL NS","CASTLEJORDAN","Co. Meath",469739036,81,81,162
"MEATH","19476H","ST OLIVER PLUNKETT NS","NAVAN","CO MEATH",469023347,250,271,521
"MEATH","19486K","SCOIL NAIS DEAGLAIN","ASHBOURNE","CO MEATH",18350594,233,238,471
"MEATH","19671F","ST PAULS N S","ABBEYLANDS","NAVAN",469028754,287,326,613
"MEATH","19725C","GAELSCOIL EANNA","BR. ATH THROIM","AN UAIMH",469029739,118,116,234
"MEATH","19768U","SCOIL MHUIRE","ASHBOURNE","CO MEATH",18351299,236,253,489
